taxon	comparison	lfc	p_value	q_value	significant	direction
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter	14d_vs_before	2.792634698296305	9.147948754314637e-19	4.134872836950215e-18	True	increased
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides	14d_vs_before	1.9503359608217876	1.6506933193811803e-16	7.174167118848978e-16	True	increased
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus	14d_vs_before	-3.1283536942464387	4.675864167987467e-16	1.9569357443799397e-15	True	decreased
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	14d_vs_before	2.206625576966071	8.181792613230516e-16	3.301937733196601e-15	True	increased
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Pediococcus	14d_vs_before	-2.20393090080703	1.2882667386719928e-15	5.019797981721903e-15	True	decreased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Ruminococcus]_gauvreauii_group	14d_vs_before	2.225309718944484	2.010044784211027e-14	7.571168687194868e-14	True	increased
d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae;g__Megasphaera	14d_vs_before	-2.0121781486127204	3.639583264869926e-14	1.326686803000973e-13	True	decreased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter	14d_vs_before	1.5857724556222172	2.4986756825440444e-13	8.823448503983656e-13	True	increased
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Proteus	14d_vs_before	-1.711313694286365	7.741236224503674e-13	2.6507869496027733e-12	True	decreased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__NK4A214_group	14d_vs_before	1.6567301790050508	1.4669292582919245e-12	4.875382534911397e-12	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium	14d_vs_before	2.242289528214573	4.791389582484316e-12	1.546934350916365e-11	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-002	14d_vs_before	1.8102618860857136	5.5985677937736895e-12	1.7573282241567414e-11	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Romboutsia	14d_vs_before	2.032346639809964	2.1596976813854924e-11	6.595833459366504e-11	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__Family_XIII_AD3011_group	14d_vs_before	1.3458321241527025	3.0660562827578085e-10	9.117483156621907e-10	True	increased
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia-Shigella	14d_vs_before	-2.645871593225669	9.124446557941364e-10	2.6437499001214724e-09	True	decreased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;__	14d_vs_before	1.3092724226454275	8.508998633330899e-09	2.4037921139159792e-08	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus	14d_vs_before	1.46687764851668	1.1612547755178344e-08	3.2005314544759825e-08	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-352	14d_vs_before	1.9287507904921264	1.2615410154342816e-08	3.394146065335091e-08	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Intestinibacter	14d_vs_before	1.629131620752411	9.62493183924213e-08	2.5293425531031645e-07	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor	14d_vs_before	1.195311443077944	1.243785404563344e-07	3.194267061719497e-07	True	increased
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia	14d_vs_before	2.5290015365550325	1.3937943070945237e-07	3.4999723711484705e-07	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_UCG-010	14d_vs_before	1.1179467784227728	2.10228432946367e-07	5.164307157160753e-07	True	increased
d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Thomasclavelia	14d_vs_before	1.4519365580097912	6.394939113269373e-07	1.537506637871147e-06	True	increased
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Eggerthella	14d_vs_before	1.0706908894011482	7.454215430142033e-07	1.75484654917927e-06	True	increased
d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium	14d_vs_before	-1.5854124542548056	1.2966682628669832e-06	2.9902757898769206e-06	True	decreased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Extibacter	14d_vs_before	1.244918263468835	1.7213225471623005e-06	3.890188956586798e-06	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster	14d_vs_before	1.396434866940445	3.795974953803716e-06	8.410689603525882e-06	True	increased
d__Bacteria;p__Actinomycetota;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Rothia	14d_vs_before	-0.5235754869030453	6.300311842931957e-06	1.3691062274063676e-05	True	decreased
d__Bacteria;p__Bacillota;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus	14d_vs_before	-1.078021933626346	7.603333062334803e-06	1.5923765254449073e-05	True	decreased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Ruminococcus]_gnavus_group	14d_vs_before	1.3373999387309157	7.609586935754424e-06	1.5923765254449073e-05	True	increased
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus	14d_vs_before	-0.9865517802516306	1.0642113450591682e-05	2.1864705816670185e-05	True	decreased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas	14d_vs_before	1.2549155150965632	1.1221476411975296e-05	2.2643336331307294e-05	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;__	14d_vs_before	1.0473901161626542	1.304532855453846e-05	2.58617916958394e-05	True	increased
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus	14d_vs_before	-0.7712707784099566	1.453330163979974e-05	2.8314880780989152e-05	True	decreased
d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemania	14d_vs_before	0.6085388668401331	8.661475078536174e-05	0.00016588926845331994	True	increased
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;__	14d_vs_before	-1.146437854404937	0.00010529194340284568	0.00019829982674202608	True	decreased
d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Chloroplast;f__Incertae_Sedis;g__Incertae_Sedis	14d_vs_before	-0.6233741061764787	0.00019402675624314585	0.0003594266140241882	True	decreased
d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__Christensenellaceae_R-7_group	14d_vs_before	0.8128543241947869	0.0003096973441901778	0.0005644483853788724	True	increased
d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Turicibacter	14d_vs_before	0.9198077422862662	0.0004671653288868177	0.0008379314629239746	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Eubacterium]_ventriosum_group	14d_vs_before	0.6866149415375108	0.0007293508683637924	0.0012877601269548	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Anaerofustaceae;g__Anaerofustis	14d_vs_before	-0.3140903354296959	0.0007948389586338951	0.0013817969588558	True	decreased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Incertae_Sedis	14d_vs_before	0.5424762062429861	0.0013415096560751	0.0022968271384316	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_ND3007_group	14d_vs_before	0.649178060507981	0.0022549832808842	0.0038031807573123	True	increased
d__Bacteria;p__Bacillota;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium	14d_vs_before	0.7185663979685027	0.0080006515654532	0.0132952003955325	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas	14d_vs_before	0.5562580524371682	0.0085893353736738	0.0140665927134079	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__DTU089	14d_vs_before	0.4990624738406389	0.0087568946671112	0.0141361299626223	True	increased
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus	14d_vs_before	-0.5595784416520269	0.0097579602124427	0.0155302747043103	True	decreased
d__Bacteria;p__Thermodesulfobacteriota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila	14d_vs_before	0.6548798352787238	0.0152964154777008	0.0240068742913916	True	increased
d__Bacteria;p__Actinomycetota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Schaalia	14d_vs_before	-0.4252601995105426	0.0288247257943885	0.0446190960926836	True	decreased
d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium	14d_vs_before	0.3600052624710596	0.037402029359651	0.0571139096978454	False	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Sellimonas	14d_vs_before	0.4254632149791807	0.0413457160348825	0.062294212159223	False	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalicatena	14d_vs_before	0.3182635159456697	0.0540289946174998	0.0803325841023353	False	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__[Eubacterium]_brachy_group	14d_vs_before	0.2786376496613781	0.0665361849588762	0.0976440116928963	False	increased
d__Bacteria;p__Thermodesulfobacteriota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio	14d_vs_before	-0.3978946538194456	0.074607387797664	0.1072113102076253	False	decreased
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter	14d_vs_before	-0.2412916156682986	0.0749530398796672	0.1072113102076253	False	decreased
d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalitalea	14d_vs_before	-0.3151645438621162	0.0770260049987038	0.1087992320606692	False	decreased
d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__[Clostridium]_innocuum_group	14d_vs_before	0.4311570034415414	0.0859946787551579	0.1199678851769486	False	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_UCG-004	14d_vs_before	-0.2103387770646892	0.0871534601076738	0.1201017194166724	False	decreased
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella	14d_vs_before	-0.3343257080799411	0.1070966031573609	0.1458062187564071	False	decreased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Fournierella	14d_vs_before	0.3227394224469253	0.1196777772164937	0.1609951050650451	False	increased
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	14d_vs_before	-0.430784517926562	0.1236352727695296	0.1643621861524335	False	decreased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_FCS020_group	14d_vs_before	0.2336198649519765	0.1836449998171174	0.2413009881317938	False	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Marvinbryantia	14d_vs_before	0.2190478373405199	0.1907809654333008	0.2477959665972758	False	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira	14d_vs_before	0.2312081999039372	0.1944707222106594	0.2497180864750513	False	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Colidextribacter	14d_vs_before	0.2200245143643273	0.1998419516290214	0.2537319161132519	False	increased
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Incertae_Sedis	14d_vs_before	-0.1520184347993985	0.2215124076310536	0.2781211340256563	False	decreased
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriales_Incertae_Sedis;g__Incertae_Sedis	14d_vs_before	0.2010764502876912	0.2579771506856465	0.3203452530492093	False	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-005	14d_vs_before	0.1963013171924054	0.2646384854649502	0.3250450962776018	False	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Eubacterium]_xylanophilum_group	14d_vs_before	0.1682501949479771	0.2962475868565733	0.3599567453203525	False	increased
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Gordonibacter	14d_vs_before	-0.117604682513894	0.3075684802380817	0.3697365773074812	False	decreased
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriales_Incertae_Sedis;g__Raoultibacter	14d_vs_before	-0.1069879790081239	0.3333989324885485	0.3965692565390103	False	decreased
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus	14d_vs_before	-0.1934520467500546	0.3540905700085177	0.416794108447526	False	decreased
d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;__	14d_vs_before	0.1604082728572169	0.3790492600306205	0.4415728493140219	False	increased
d__Bacteria;p__Bacillota;c__Clostridia;__;__;__	14d_vs_before	0.1135459646236333	0.4057663880881086	0.4678734883056763	False	increased
d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter	14d_vs_before	-0.1220511282845419	0.4106821168728734	0.4687583758245929	False	decreased
d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae;g__Dialister	14d_vs_before	0.2415163456951966	0.4534850734980598	0.5124381330528075	False	increased
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Senegalimassilia	14d_vs_before	-0.0916154189601585	0.4806426539240672	0.5377487118160357	False	decreased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella	14d_vs_before	0.1288862069446049	0.4971600876243072	0.5507753911916345	False	increased
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;__	14d_vs_before	-0.1390391012624314	0.5479081763509914	0.6011031449287576	False	decreased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Eubacterium]_eligens_group	14d_vs_before	0.088351066444425	0.6056071551473092	0.6580154666504417	False	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lactonifactor	14d_vs_before	0.0692636334672405	0.6229812260960587	0.670446462370044	False	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__GCA-900066575	14d_vs_before	0.0688677623196222	0.6355923595510775	0.6775654398987903	False	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Tyzzerella	14d_vs_before	-0.0751900162691738	0.6554553795640685	0.6922098868293434	False	decreased
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas	14d_vs_before	-0.0591155357969263	0.6676374068269464	0.6985465460318976	False	decreased
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Parasutterella	14d_vs_before	0.1287153302289502	0.7106034118310794	0.7366806012560732	False	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella	14d_vs_before	0.0605922026840217	0.7506377241330905	0.7632630731892839	False	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-56	14d_vs_before	-0.0559743145417985	0.7513785870499081	0.7632630731892839	False	decreased
d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Terrisporobacter	14d_vs_before	-0.0735014092641607	0.7565085327185823	0.7632630731892839	False	decreased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium	14d_vs_before	-0.0257175969686646	0.8752635997346504	0.8752635997346504	False	decreased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;__	30d_vs_before	5.728349631888259	6.390953407643566e-184	7.221777350637229e-182	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia	30d_vs_before	5.947861992575088	8.33808827058664e-126	4.7110198728814505e-124	True	increased
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;__	30d_vs_before	-7.999620688751115	2.0547224154236428e-125	7.739454431429053e-124	True	decreased
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	30d_vs_before	5.731347171109606	3.200870544484838e-75	9.042459288169668e-74	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea	30d_vs_before	4.5183593416392265	3.947501543977842e-74	8.921353489389925e-73	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Acutalibacter	30d_vs_before	3.2010588556417985	5.576822069515827e-60	1.050301489758814e-58	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter	30d_vs_before	3.803094026869101	4.675607289627049e-57	7.547766053255094e-56	True	increased
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus	30d_vs_before	-4.938998830053301	1.781547441988578e-48	2.5164357618088663e-47	True	decreased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes	30d_vs_before	3.966340691056161	5.34242790207475e-48	6.707715032604964e-47	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__Monoglobus	30d_vs_before	2.939359010084779	1.179474706494472e-41	1.3328064183387531e-40	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium	30d_vs_before	3.888404563004156	3.095667609588557e-38	3.180094908031882e-37	True	increased
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactiplantibacillus	30d_vs_before	-3.8917583842132606	1.0069796489562052e-35	9.482391694337597e-35	True	decreased
d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae;g__Veillonella	30d_vs_before	-4.148636524346894	4.4366146725332175e-34	3.856441984586565e-33	True	decreased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum	30d_vs_before	3.955524261142704	3.289377676072764e-32	2.6549976956873024e-31	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__[Eubacterium]_coprostanoligenes_group;g__Incertae_Sedis	30d_vs_before	3.2656114056660206	1.5422334879082432e-31	1.1618158942242098e-30	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium	30d_vs_before	2.471906670330149	2.847021925445424e-27	2.0107092348458302e-26	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter	30d_vs_before	3.4834144884048164	1.2270228349194626e-26	8.156092961523487e-26	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia	30d_vs_before	2.814974517918651	2.021041805834191e-26	1.2687651336625754e-25	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum	30d_vs_before	2.3144379078483195	1.6833436000372993e-24	1.0011464568642886e-23	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus	30d_vs_before	3.0119321199610964	2.2428709272940315e-24	1.267222073921128e-23	True	increased
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	30d_vs_before	2.5596696409014026	3.7489941492530025e-24	2.017315899359949e-23	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger	30d_vs_before	3.275669570108222	1.5617860753535504e-23	8.021901205225055e-23	True	increased
d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelotrichaceae_UCG-003	30d_vs_before	2.738997580949223	2.9854254412602976e-23	1.4667524994017983e-22	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter	30d_vs_before	3.091352336654636	1.1409469323454562e-17	5.371958473126523e-17	True	increased
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Pediococcus	30d_vs_before	-2.3917002019832063	4.4349051726785997e-17	2.0045771380507272e-16	True	decreased
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	30d_vs_before	2.409776761715059	2.854513485727197e-16	1.240615476489128e-15	True	increased
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus	30d_vs_before	-3.0137761904577345	4.5471035566395656e-15	1.903047044075077e-14	True	decreased
d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae;g__Megasphaera	30d_vs_before	-2.014129947564287	1.1673724106852957e-13	4.711181514551372e-13	True	decreased
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Proteus	30d_vs_before	-1.6223972022924935	3.025415012939699e-13	1.1788686084902965e-12	True	decreased
d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Romboutsia	30d_vs_before	2.23296893510318	9.176593453915052e-13	3.456516867641336e-12	True	increased
d__Bacteria;p__Actinomycetota;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium	30d_vs_before	2.7419415954076136	1.7658087850360857e-12	6.436657829325086e-12	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-002	30d_vs_before	1.9057568244719247	3.180469830857722e-12	1.1231034090216331e-11	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus	30d_vs_before	1.925754624079849	7.816494763310704e-12	2.676557297739726e-11	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter	30d_vs_before	1.548288587972218	1.4205857506222855e-11	4.7213585241270076e-11	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium	30d_vs_before	2.267297659311148	9.66076319114668e-11	3.1190464017130716e-10	True	increased
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia-Shigella	30d_vs_before	-2.7413918171991134	1.2281242543881762e-10	3.854945576273997e-10	True	decreased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Ruminococcus]_gauvreauii_group	30d_vs_before	1.85848029264416	8.91174077861877e-10	2.721693805361948e-09	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__DTU089	30d_vs_before	1.3210110378221636	1.5025538341968622e-09	4.4681206122169864e-09	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__NK4A214_group	30d_vs_before	1.4372966465417587	2.036004555740572e-09	5.8991926871457595e-09	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-352	30d_vs_before	2.0255493495443364	5.51630764072313e-09	1.5583569085042846e-08	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;__	30d_vs_before	1.3208486112917392	1.3033370392843282e-08	3.592124035100709e-08	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_UCG-010	30d_vs_before	1.374196921352206	7.168336423706037e-08	1.928623847330434e-07	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Intestinibacter	30d_vs_before	1.7044241971319591	8.837634197456477e-08	2.2997808916441055e-07	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__Family_XIII_AD3011_group	30d_vs_before	1.137369055394323	8.95489904710979e-08	2.2997808916441055e-07	True	increased
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides	30d_vs_before	1.3896847419703229	1.316373523628308e-07	3.305560181555529e-07	True	increased
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;__	30d_vs_before	-1.566701248168409	2.509091527877257e-07	6.163637883698479e-07	True	decreased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor	30d_vs_before	1.2349886789280018	3.587865759917904e-07	8.626145337674961e-07	True	increased
